time,Temp
0.0,24.46831597222222
0.1,24.46831597222222
0.2,24.46831597222222
0.3,24.46831597222222
0.4,24.46831597222222
0.5,24.46831597222222
0.6,24.150545634920636
0.7,25.73939732142857
0.8,26.69270833333333
0.9,27.01047867063492
1.0,27.01047867063492
1.1,27.01047867063492
1.2,27.01047867063492
1.3,27.01047867063492
1.4,27.01047867063492
1.5,27.01047867063492
1.6,27.01047867063492
1.7,27.01047867063492
1.8,27.01047867063492
1.9,27.01047867063492
2.0,27.01047867063492
2.1,27.01047867063492
2.2,27.01047867063492
2.3,27.01047867063492
2.4,27.01047867063492
2.5,27.01047867063492
2.6,27.01047867063492
2.7,27.01047867063492
2.8,27.01047867063492
2.9,27.01047867063492
3.0,27.01047867063492
3.1,27.01047867063492
3.2,27.01047867063492
3.3,27.01047867063492
3.4,27.01047867063492
3.5,27.01047867063492
3.6,27.01047867063492
3.7,27.01047867063492
3.8,27.01047867063492
3.9,27.01047867063492
4.0,27.01047867063492
4.1,27.01047867063492
4.2,27.01047867063492
4.3,27.01047867063492
4.4,27.01047867063492
4.5,27.328249007936503
4.6,27.328249007936503
4.7,27.328249007936503
4.8,27.328249007936503
4.9,27.328249007936503
5.0,27.64601934523809
5.1,27.64601934523809
5.2,27.64601934523809
5.3,27.64601934523809
5.4,27.96378968253968
5.5,27.96378968253968
5.6,27.96378968253968
5.7,27.96378968253968
5.8,28.281560019841265
5.9,28.281560019841265
6.0,28.281560019841265
6.1,28.59933035714285
6.2,28.59933035714285
6.3,28.917100694444443
6.4,28.917100694444443
6.5,28.917100694444443
6.6,29.234871031746028
6.7,29.234871031746028
6.8,29.552641369047617
6.9,29.552641369047617
7.0,29.8704117063492
7.1,29.8704117063492
7.2,30.18818204365079
7.3,30.50595238095238
7.4,30.50595238095238
7.5,30.823722718253965
7.6,31.141493055555557
7.7,31.141493055555557
7.8,31.45926339285714
7.9,31.45926339285714
8.0,31.777033730158728
8.1,32.09480406746032
8.2,32.09480406746032
8.3,32.4125744047619
8.4,32.73034474206349
8.5,33.04811507936508
8.6,33.365885416666664
8.7,33.365885416666664
8.8,33.68365575396825
8.9,34.001426091269835
9.0,34.31919642857142
9.1,34.63696676587301
9.2,34.9547371031746
9.3,35.27250744047619
9.4,35.59027777777777
9.5,35.59027777777777
9.6,35.90804811507936
9.7,36.54358878968254
9.8,36.86135912698413
9.9,36.86135912698413
10.0,37.4968998015873
10.1,37.4968998015873
10.2,37.814670138888886
10.3,37.814670138888886
10.4,38.13244047619048
10.5,38.13244047619048
10.6,38.13244047619048
10.7,38.450210813492056
10.8,38.767981150793645
10.9,39.085751488095234
11.0,39.40352182539682
11.1,39.72129216269841
11.2,39.72129216269841
11.3,40.35683283730158
11.4,40.35683283730158
11.5,40.67460317460317
11.6,40.99237351190476
11.7,41.62791418650793
11.8,41.94568452380952
11.9,41.31014384920635
12.0,41.62791418650793
12.1,42.898995535714285
12.2,43.534536210317455
12.3,43.85230654761904
12.4,44.17007688492063
12.5,44.48784722222221
12.6,44.8056175595238
12.7,45.12338789682539
12.8,45.44115823412698
12.9,45.75892857142857
13.0,46.07669890873015
13.1,46.39446924603174
13.2,46.71223958333333
13.3,47.03000992063492
13.4,47.347780257936506
13.5,47.66555059523809
13.6,47.98332093253968
13.7,48.30109126984127
13.8,48.61886160714285
13.9,48.93663194444444
14.0,49.57217261904761
14.1,49.57217261904761
14.2,50.20771329365079
14.3,50.52548363095237
14.4,50.84325396825396
14.5,51.16102430555555
14.6,51.47879464285714
14.7,51.79656498015873
14.8,52.11433531746031
14.9,52.4321056547619
15.0,52.4321056547619
15.1,52.74987599206349
15.2,53.38541666666666
15.3,53.703187003968246
15.4,54.02095734126984
15.5,54.33872767857142
15.6,54.65649801587301
15.7,55.29203869047618
15.8,55.60980902777777
15.9,55.92757936507936
16.0,56.24534970238095
16.1,56.56312003968253
16.2,56.88089037698412
16.3,57.19866071428571
16.4,57.5164310515873
16.5,57.5164310515873
16.6,57.834201388888886
16.7,58.15197172619047
16.8,58.469742063492056
16.9,58.787512400793645
17.0,59.105282738095234
17.1,59.42305307539682
17.2,59.7408234126984
17.3,60.05859374999999
17.4,60.05859374999999
17.5,60.37636408730158
17.6,60.69413442460317
17.7,61.01190476190476
17.8,61.01190476190476
17.9,61.32967509920634
18.0,61.64744543650793
18.1,61.96521577380952
18.2,61.96521577380952
18.3,62.28298611111111
18.4,62.60075644841269
18.5,62.91852678571428
18.6,62.91852678571428
18.7,63.236297123015866
18.8,63.236297123015866
18.9,63.554067460317455
19.0,63.554067460317455
19.1,63.87183779761904
19.2,63.87183779761904
19.3,64.18960813492063
19.4,64.50737847222221
19.5,64.50737847222221
19.6,64.8251488095238
19.7,64.8251488095238
19.8,65.14291914682539
19.9,65.14291914682539
20.0,65.46068948412697
20.1,65.46068948412697
20.2,65.77845982142857
20.3,65.77845982142857
20.4,66.09623015873015
20.5,66.09623015873015
20.6,66.41400049603173
20.7,66.41400049603173
20.8,66.41400049603173
20.9,66.41400049603173
21.0,66.73177083333333
21.1,66.73177083333333
21.2,67.04954117063491
21.3,67.04954117063491
21.4,67.3673115079365
21.5,67.3673115079365
21.6,67.04954117063491
21.7,67.3673115079365
21.8,67.68508184523809
21.9,67.68508184523809
22.0,67.68508184523809
22.1,68.00285218253967
22.2,68.00285218253967
22.3,68.00285218253967
22.4,68.32062251984127
22.5,68.32062251984127
22.6,68.32062251984127
22.7,68.00285218253967
22.8,68.63839285714285
22.9,68.32062251984127
23.0,68.32062251984127
23.1,68.32062251984127
23.2,68.63839285714285
23.3,68.63839285714285
23.4,68.63839285714285
23.5,68.63839285714285
23.6,68.00285218253967
23.7,68.95616319444444
23.8,69.5917038690476
23.9,68.95616319444444
24.0,68.95616319444444
24.1,68.95616319444444
24.2,68.95616319444444
24.3,68.95616319444444
24.4,69.27393353174602
24.5,69.27393353174602
24.6,69.27393353174602
24.7,69.5917038690476
24.8,69.27393353174602
24.9,69.5917038690476
25.0,69.5917038690476
25.1,69.5917038690476
25.2,69.5917038690476
25.3,69.5917038690476
25.4,69.5917038690476
25.5,69.27393353174602
25.6,69.27393353174602
25.7,69.27393353174602
25.8,69.27393353174602
25.9,69.27393353174602
26.0,69.27393353174602
26.1,69.27393353174602
26.2,69.27393353174602
26.3,69.27393353174602
26.4,69.27393353174602
26.5,69.27393353174602
26.6,69.5917038690476
26.7,69.27393353174602
26.8,69.5917038690476
26.9,69.27393353174602
27.0,69.5917038690476
27.1,69.5917038690476
27.2,69.5917038690476
27.3,69.5917038690476
27.4,69.27393353174602
27.5,69.27393353174602
27.6,69.27393353174602
27.7,69.27393353174602
27.8,69.27393353174602
27.9,69.27393353174602
28.0,69.27393353174602
28.1,69.27393353174602
28.2,69.27393353174602
28.3,69.27393353174602
28.4,68.95616319444444
28.5,68.95616319444444
28.6,68.95616319444444
28.7,68.95616319444444
28.8,68.95616319444444
28.9,68.95616319444444
29.0,68.95616319444444
29.1,68.95616319444444
29.2,68.95616319444444
29.3,68.63839285714285
29.4,68.95616319444444
29.5,68.95616319444444
29.6,68.95616319444444
29.7,68.95616319444444
29.8,68.95616319444444
29.9,68.95616319444444
30.0,68.95616319444444
30.1,68.63839285714285
30.2,68.63839285714285
30.3,68.63839285714285
30.4,68.63839285714285
30.5,68.63839285714285
30.6,68.32062251984127
30.7,68.63839285714285
30.8,68.32062251984127
30.9,68.32062251984127
31.0,68.32062251984127
31.1,68.32062251984127
31.2,68.32062251984127
31.3,68.32062251984127
31.4,68.32062251984127
31.5,68.00285218253967
31.6,68.00285218253967
31.7,68.00285218253967
31.8,67.68508184523809
31.9,67.68508184523809
32.0,67.68508184523809
32.1,67.68508184523809
32.2,67.68508184523809
32.3,67.68508184523809
32.4,67.3673115079365
32.5,67.3673115079365
32.6,67.3673115079365
32.7,67.3673115079365
32.8,67.3673115079365
32.9,67.04954117063491
33.0,67.04954117063491
33.1,67.04954117063491
33.2,67.04954117063491
33.3,66.73177083333333
33.4,66.73177083333333
33.5,66.73177083333333
33.6,66.73177083333333
33.7,66.73177083333333
33.8,66.41400049603173
33.9,66.41400049603173
34.0,66.41400049603173
34.1,66.41400049603173
34.2,66.09623015873015
34.3,66.09623015873015
34.4,66.09623015873015
34.5,66.09623015873015
34.6,66.09623015873015
34.7,65.77845982142857
34.8,65.77845982142857
34.9,65.77845982142857
35.0,65.77845982142857
35.1,65.77845982142857
35.2,65.46068948412697
35.3,65.46068948412697
35.4,65.46068948412697
35.5,65.46068948412697
35.6,65.14291914682539
35.7,65.14291914682539
35.8,65.14291914682539
35.9,65.14291914682539
36.0,64.8251488095238
36.1,64.8251488095238
36.2,64.8251488095238
36.3,64.50737847222221
36.4,64.50737847222221
36.5,64.50737847222221
36.6,64.50737847222221
36.7,64.50737847222221
36.8,64.18960813492063
36.9,64.18960813492063
37.0,64.18960813492063
37.1,64.18960813492063
37.2,63.87183779761904
37.3,63.87183779761904
37.4,63.87183779761904
37.5,63.87183779761904
37.6,63.554067460317455
37.7,63.554067460317455
37.8,63.554067460317455
37.9,63.554067460317455
38.0,63.554067460317455
38.1,63.236297123015866
38.2,63.236297123015866
38.3,63.236297123015866
38.4,63.236297123015866
38.5,62.91852678571428
38.6,62.91852678571428
38.7,62.91852678571428
38.8,62.91852678571428
38.9,62.60075644841269
39.0,62.60075644841269
39.1,62.60075644841269
39.2,62.60075644841269
39.3,61.96521577380952
39.4,62.28298611111111
39.5,62.28298611111111
39.6,61.96521577380952
39.7,61.96521577380952
39.8,61.96521577380952
39.9,61.64744543650793
40.0,61.64744543650793
40.1,58.15197172619047
40.2,58.469742063492056
40.3,57.5164310515873
40.4,58.15197172619047
40.5,58.15197172619047
40.6,57.19866071428571
40.7,56.56312003968253
40.8,57.19866071428571
40.9,58.787512400793645
41.0,59.42305307539682
41.1,59.105282738095234
41.2,57.5164310515873
41.3,57.19866071428571
41.4,57.5164310515873
41.5,57.834201388888886
41.6,58.15197172619047
41.7,58.15197172619047
41.8,58.15197172619047
41.9,58.15197172619047
42.0,57.834201388888886
42.1,57.834201388888886
42.2,57.834201388888886
42.3,57.834201388888886
42.4,57.834201388888886
42.5,57.5164310515873
42.6,57.5164310515873
42.7,57.5164310515873
42.8,57.5164310515873
42.9,57.5164310515873
43.0,57.19866071428571
43.1,57.19866071428571
43.2,57.19866071428571
43.3,57.19866071428571
43.4,56.88089037698412
43.5,56.88089037698412
43.6,56.88089037698412
43.7,56.56312003968253
43.8,56.56312003968253
43.9,56.56312003968253
44.0,56.56312003968253
44.1,56.24534970238095
44.2,56.24534970238095
44.3,56.24534970238095
44.4,56.24534970238095
44.5,55.92757936507936
44.6,55.92757936507936
44.7,55.92757936507936
44.8,55.92757936507936
44.9,55.60980902777777
45.0,55.60980902777777
45.1,55.60980902777777
45.2,55.60980902777777
45.3,55.29203869047618
45.4,55.60980902777777
45.5,55.29203869047618
45.6,55.29203869047618
45.7,54.9742683531746
45.8,54.9742683531746
45.9,54.9742683531746
46.0,54.65649801587301
46.1,54.65649801587301
46.2,54.65649801587301
46.3,54.65649801587301
46.4,54.33872767857142
46.5,54.33872767857142
46.6,54.02095734126984
46.7,54.33872767857142
46.8,54.02095734126984
46.9,54.02095734126984
47.0,54.02095734126984
47.1,54.02095734126984
47.2,53.703187003968246
47.3,53.703187003968246
47.4,54.02095734126984
47.5,53.703187003968246
47.6,53.38541666666666
47.7,53.703187003968246
47.8,53.38541666666666
47.9,53.38541666666666
48.0,53.38541666666666
48.1,53.06764632936508
48.2,53.06764632936508
48.3,53.06764632936508
48.4,53.06764632936508
48.5,52.74987599206349
48.6,52.74987599206349
48.7,52.4321056547619
48.8,52.4321056547619
48.9,52.4321056547619
49.0,52.11433531746031
49.1,52.11433531746031
49.2,52.11433531746031
49.3,52.11433531746031
49.4,52.11433531746031
49.5,51.79656498015873
49.6,51.79656498015873
49.7,51.79656498015873
49.8,51.47879464285714
49.9,51.47879464285714
50.0,51.47879464285714
50.1,51.47879464285714
50.2,51.47879464285714
50.3,51.16102430555555
50.4,51.16102430555555
50.5,51.16102430555555
50.6,50.84325396825396
50.7,50.84325396825396
50.8,50.84325396825396
50.9,50.84325396825396
51.0,50.84325396825396
51.1,50.52548363095237
51.2,50.52548363095237
